,pose_name_l3,pose_name_alt_l3,pose_name_l2,pose_name_l1,image_shape,channel_B_pixel_mean,channel_G_pixel_mean,channel_R_pixel_mean,channel_B_pixel_std,channel_G_pixel_std,channel_R_pixel_std,channel_B_pixel_min,channel_G_pixel_min,channel_R_pixel_min,channel_B_pixel_max,channel_G_pixel_max,channel_R_pixel_max,image_path
3076,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(138, 180, 3)",116.26787439613527,132.26211755233496,143.05893719806764,85.60477603323783,73.15109887768985,74.15842425999574,0.0,6.0,6.0,246.0,240.0,246.0,./data/loaded/3076.jpeg
3077,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(512, 512, 3)",219.39114379882812,219.98212814331055,225.89173889160156,67.83562404102996,66.23480543454447,53.225258162809695,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3077.jpeg
3078,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(360, 480, 3)",91.95722222222223,116.40407407407407,132.28693287037038,67.85621993902681,81.50078113732724,89.77190538201131,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3078.jpeg
3079,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(285, 236, 3)",115.37316384180791,132.7389681831698,166.31476360392506,58.01711439653989,59.07106301433597,57.87878033870449,0.0,0.0,0.0,246.0,232.0,255.0,./data/loaded/3079.jpeg
3080,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(496, 620, 3)",92.76369667013527,95.90350546305932,109.36279916753382,77.41802469265653,80.26765519524109,81.60797645507982,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3080.jpeg
3081,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(395, 900, 3)",156.76273136427568,157.25654571026723,199.57086919831224,52.4371645840447,48.74615208639167,69.06235918180359,0.0,0.0,1.0,255.0,255.0,255.0,./data/loaded/3081.jpeg
3082,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(1080, 1080, 3)",145.97502229080933,150.20239368998628,152.91628943758573,64.72838070299834,61.901583747121805,66.5293720684552,0.0,0.0,2.0,255.0,250.0,255.0,./data/loaded/3082.jpeg
3083,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(313, 235, 3)",216.72311875467338,216.94126843858336,214.35048603086125,59.20743373820683,54.81868324912375,59.47506353293177,0.0,14.0,0.0,255.0,255.0,255.0,./data/loaded/3083.jpeg
3084,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(1188, 792, 3)",143.06494766690474,141.06164336972418,155.857218013468,56.84940453491387,55.29788203329342,51.439165889696454,0.0,0.0,0.0,255.0,248.0,255.0,./data/loaded/3084.jpeg
3085,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(300, 300, 3)",183.13034444444443,184.69778888888888,189.39425555555556,102.23036382652455,102.0331831186953,101.23262427751474,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3085.jpeg
3086,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(736, 736, 3)",171.52198834770795,162.87211092568526,169.22652742497638,68.7666064120728,71.50548498664584,68.34639118251901,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3086.jpeg
3087,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(640, 640, 3)",236.22505859375,238.0769970703125,238.93053955078125,53.78392309775877,50.57818146782057,49.810119698381456,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3087.jpeg
3088,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(450, 700, 3)",202.50193333333334,202.96090793650794,206.67593968253968,85.03225100247515,86.61316565893067,84.50075223196413,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3088.jpeg
3089,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(720, 1280, 3)",123.42068142361111,119.6217578125,131.839462890625,67.646444325756,71.78173031475026,68.67596263885181,0.0,0.0,0.0,248.0,239.0,238.0,./data/loaded/3089.jpeg
3090,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(627, 660, 3)",134.7562829249432,127.57797351505485,118.25770383258421,91.5010538022636,66.62135456319525,61.43514384972266,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3090.jpeg
3091,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(1013, 481, 3)",219.35175155412077,218.47799808313135,217.41907386922193,65.93700589265516,66.59258051546581,66.96859292876637,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3091.jpeg
3092,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(398, 441, 3)",78.98208160986337,103.32437128955435,123.81292517006803,54.968845686400826,53.71079187662184,55.0184737590869,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3092.jpeg
3093,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(300, 450, 3)",121.74428148148148,136.60223703703704,160.2733037037037,53.73805204572377,51.39315323503813,40.84283174665466,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3093.jpeg
3094,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(900, 1600, 3)",241.74917638888888,237.42935069444445,245.68055486111112,36.62082264784609,50.14418339269339,29.514104983849407,7.0,3.0,0.0,255.0,255.0,255.0,./data/loaded/3094.jpeg
3095,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(720, 1280, 3)",128.09927408854168,118.247763671875,141.46417860243056,60.32348464586802,57.62631476803368,60.68778492384521,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3095.jpeg
3096,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(528, 454, 3)",94.6292801361634,116.23561607262047,130.10880973835268,84.21530730782277,72.81444981095743,67.79172798019457,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3096.jpeg
3097,Cow Face Pose,Gomukhasana,Legs-Behind,Sitting,"(298, 300, 3)",242.10290827740494,242.67045861297538,245.02136465324384,37.43443832555761,35.60182020036874,30.174183224418254,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3097.jpeg
3098,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",184.19522458628842,177.41652482269504,171.6581182033097,92.38863748607555,94.3996438178395,97.85337033594821,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3098.jpeg
3099,Crane (Crow) Pose,Bakasana,Front,Balancing,"(339, 512, 3)",168.17416228797936,166.7290744837758,165.8044743270649,83.73998497691325,83.9056968492821,81.41476456248846,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3099.jpeg
3100,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",211.1120709219858,209.5329692671395,220.21175413711583,65.8841481446901,66.66867703015993,52.719690983500804,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3100.jpeg
3101,Crane (Crow) Pose,Bakasana,Front,Balancing,"(160, 240, 3)",134.05130208333333,166.21372395833333,163.063828125,54.90067758549293,52.743436343093606,54.864129180750936,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3101.jpeg
3102,Crane (Crow) Pose,Bakasana,Front,Balancing,"(683, 1024, 3)",176.16736536877744,167.69837801976573,159.4025567921852,67.75806116897488,51.23958703092364,47.119018330425845,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3102.jpeg
3103,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1600, 1001, 3)",140.94115322177822,136.16946116383616,144.81328046953047,46.007834383331975,45.753070035290655,45.86314062822642,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3103.jpeg
3104,Crane (Crow) Pose,Bakasana,Front,Balancing,"(320, 450, 3)",210.59045138888888,203.9820902777778,198.5295,54.52659136392509,60.50042681270627,71.90657222917807,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3104.jpeg
3105,Crane (Crow) Pose,Bakasana,Front,Balancing,"(682, 1023, 3)",138.8438136926927,85.61980747786254,95.61733501890535,116.85602239560282,84.49593213172076,89.57281972339739,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3105.jpeg
3106,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",112.3241995246085,119.74719309284116,121.23612276286353,63.31274565849292,61.75615123148529,59.86752976065278,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3106.jpeg
3107,Crane (Crow) Pose,Bakasana,Front,Balancing,"(750, 486, 3)",220.74716323731138,221.75642798353908,223.463670781893,67.38867895740026,65.67602066588265,63.243423768875644,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3107.jpeg
3108,Crane (Crow) Pose,Bakasana,Front,Balancing,"(468, 550, 3)",117.95700077700077,140.6727272727273,168.58838383838383,88.37628638762023,86.75707196487572,81.4009053170314,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3108.jpeg
3109,Crane (Crow) Pose,Bakasana,Front,Balancing,"(280, 374, 3)",230.21546982429336,235.1017093200917,248.59374522536288,55.03805494180343,44.48207633968119,21.394489828598367,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3109.jpeg
3110,Crane (Crow) Pose,Bakasana,Front,Balancing,"(321, 450, 3)",226.13010038075458,226.72766355140186,230.53049498096226,64.26060281839261,63.45634016121578,58.1454344589698,0.0,0.0,6.0,255.0,255.0,255.0,./data/loaded/3110.jpeg
3111,Crane (Crow) Pose,Bakasana,Front,Balancing,"(683, 1024, 3)",116.54598851573938,120.11478112417643,113.26652149295388,70.44971716171008,67.15576269034025,67.40529091490508,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3111.jpeg
3112,Crane (Crow) Pose,Bakasana,Front,Balancing,"(375, 600, 3)",158.36983555555557,157.95424888888888,164.73523111111112,70.61448979018763,73.89359019076198,76.92340628971948,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3112.jpeg
3113,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",158.67760416666667,164.34984270134228,169.6553586409396,78.06300771122832,77.42187164992016,76.6923259546676,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3113.jpeg
3114,Crane (Crow) Pose,Bakasana,Front,Balancing,"(683, 1024, 3)",105.04095128340045,112.80213099377745,119.82802920250732,40.414415952098715,39.110317864393835,39.93249708912683,0.0,0.0,0.0,230.0,220.0,222.0,./data/loaded/3114.jpeg
3115,Crane (Crow) Pose,Bakasana,Front,Balancing,"(666, 1000, 3)",182.4037972972973,200.43796846846845,228.81222222222223,54.038036628819626,50.41587345502645,39.11745523510876,0.0,3.0,13.0,254.0,255.0,255.0,./data/loaded/3115.jpeg
3116,Crane (Crow) Pose,Bakasana,Front,Balancing,"(480, 427, 3)",52.256806206088996,105.7022199453552,194.06909640905542,29.662617587620403,42.7439822899543,68.39504192296471,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3116.jpeg
3117,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1733, 1300, 3)",112.07150783434685,106.1499622708509,128.96498513027655,58.292845599242455,68.16469882527359,61.62534518149947,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3117.jpeg
3118,Crane (Crow) Pose,Bakasana,Front,Balancing,"(533, 800, 3)",208.07163227016886,205.4823475609756,214.7352626641651,76.7896081598982,77.7294602722001,68.16559910255178,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3118.jpeg
3119,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1536, 2048, 3)",160.11337025960287,154.44227027893066,143.71721998850504,62.31707787805517,64.14936055109037,72.96569484182218,1.0,12.0,0.0,255.0,255.0,255.0,./data/loaded/3119.jpeg
3120,Crane (Crow) Pose,Bakasana,Front,Balancing,"(267, 400, 3)",225.17557116104868,227.16686329588015,230.10867041198503,63.290477038462676,62.2782241514397,59.412996280874,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3120.jpeg
3121,Crane (Crow) Pose,Bakasana,Front,Balancing,"(683, 1024, 3)",92.32707694683383,94.31938026171304,109.24800112097364,64.10052435560445,62.58189897808929,60.73892374104995,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3121.jpeg
3122,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1080, 1080, 3)",96.98706275720164,97.97829046639232,124.98705161179699,63.070146968235505,64.36797417459144,59.65111374991552,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3122.jpeg
3123,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",130.326754753915,117.71797049776286,92.57826132550336,70.25622568136399,46.49634616809056,32.32142255763615,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3123.jpeg
3124,Crane (Crow) Pose,Bakasana,Front,Balancing,"(957, 1300, 3)",149.16598263805162,101.61344345309863,110.8479688127964,115.45247349173547,92.82246890700029,95.6138188607664,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3124.jpeg
3125,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 300, 3)",58.24121985815603,108.47056028368795,192.83828368794326,46.14962449845964,48.94178940664491,65.65894831037492,0.0,0.0,4.0,255.0,255.0,255.0,./data/loaded/3125.jpeg
3126,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",226.9661182033097,233.0470354609929,237.15608037825058,54.50064537336863,40.78965034049019,27.981630129982207,0.0,0.0,27.0,255.0,255.0,255.0,./data/loaded/3126.jpeg
3127,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",184.2451914893617,173.17198108747044,163.2427659574468,93.23357066583071,96.14038809950786,99.52619594532445,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3127.jpeg
3128,Crane (Crow) Pose,Bakasana,Front,Balancing,"(321, 450, 3)",112.27255797853928,121.34791277258567,132.5785046728972,57.43935354998101,59.100158884481864,60.726066355753126,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3128.jpeg
3129,Crane (Crow) Pose,Bakasana,Front,Balancing,"(320, 450, 3)",164.4054236111111,162.61186111111112,159.98599305555555,62.8002336538116,65.8581005173888,70.57098419853553,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3129.jpeg
3130,Crane (Crow) Pose,Bakasana,Front,Balancing,"(4300, 2850, 3)",156.17135985312117,156.81953268053854,56.886999347205226,50.25674936291612,49.009184571742054,53.513289625589124,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3130.jpeg
3131,Crane (Crow) Pose,Bakasana,Front,Balancing,"(767, 1000, 3)",233.9829335071708,234.88356844850065,237.8739817470665,48.208263729216284,44.54714279623212,38.66887033129482,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3131.jpeg
3132,Crane (Crow) Pose,Bakasana,Front,Balancing,"(248, 467, 3)",110.2980071838088,178.0316968294536,236.07214892588243,73.35125609635449,49.22192087530503,29.794381684664412,0.0,0.0,1.0,255.0,255.0,255.0,./data/loaded/3132.jpeg
3133,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",78.52011325503355,98.77511535234899,108.40350601230425,52.597290414922014,51.13235990376482,54.596142092788305,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3133.jpeg
3134,Crane (Crow) Pose,Bakasana,Front,Balancing,"(2359, 2739, 3)",182.33850752348482,157.03208688157386,130.1327543787234,36.970014818946375,42.32200602597897,56.784734133099924,5.0,14.0,0.0,255.0,255.0,255.0,./data/loaded/3134.jpeg
3135,Crane (Crow) Pose,Bakasana,Front,Balancing,"(321, 450, 3)",200.4910972654898,202.45201107649706,205.53298026998962,53.32963532422705,52.0622610890487,49.33785653129613,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3135.jpeg
3136,Crane (Crow) Pose,Bakasana,Front,Balancing,"(428, 760, 3)",220.506784923758,231.9299895474668,225.65803615346778,53.480312143537645,42.78126011418538,49.00320680231698,0.0,11.0,0.0,255.0,255.0,255.0,./data/loaded/3136.jpeg
3137,Crane (Crow) Pose,Bakasana,Front,Balancing,"(321, 450, 3)",187.19916233991,187.70098996192453,193.57051574939425,40.19037797555814,36.68496410809977,32.553641992384506,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3137.jpeg
3138,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1440, 1440, 3)",236.62543692129628,234.5214028742284,229.970954378858,44.95927651449546,45.60339605692421,55.53512884722581,31.0,31.0,0.0,255.0,255.0,255.0,./data/loaded/3138.jpeg
3139,Crane (Crow) Pose,Bakasana,Front,Balancing,"(256, 256, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./data/loaded/3139.jpeg
3140,Crane (Crow) Pose,Bakasana,Front,Balancing,"(320, 450, 3)",181.56102083333334,180.60240972222223,179.74102083333332,58.14617522352236,55.778524576358784,56.14429777677149,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3140.jpeg
3141,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1000, 1500, 3)",250.83726666666666,251.12707466666666,254.21401733333335,27.132083379808645,25.422343978524573,7.332546209494092,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3141.jpeg
3142,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1224, 1632, 3)",86.82842035915674,119.12205491878123,177.65144665913752,49.48173845200559,45.48447852796587,51.292064492176976,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3142.jpeg
3143,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",172.42279432624113,176.73716312056737,182.14706382978724,94.23488340145506,90.09944122584666,93.21737299210442,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3143.jpeg
3144,Crane (Crow) Pose,Bakasana,Front,Balancing,"(426, 640, 3)",60.59264231220657,63.15597124413146,69.41812646713615,49.89896518934753,50.53451179037146,56.57780437191083,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3144.jpeg
3145,Crane (Crow) Pose,Bakasana,Front,Balancing,"(680, 1200, 3)",215.80938848039216,219.79335294117647,230.2735355392157,61.98416687335473,59.46799508264882,50.74437275017582,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3145.jpeg
3146,Crane (Crow) Pose,Bakasana,Front,Balancing,"(903, 1300, 3)",48.45616917965755,94.38391515461282,160.14930658488797,73.70349469133271,84.26771793996642,112.09997036679404,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3146.jpeg
3147,Crane (Crow) Pose,Bakasana,Front,Balancing,"(599, 789, 3)",126.67169617296254,128.2382128219614,130.82940303970918,59.58262948488642,58.35262482500204,59.88898916996941,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3147.jpeg
3148,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1200, 1600, 3)",65.9893109375,97.99103802083333,91.1897109375,61.14123358747442,51.728533172342104,51.31484968097465,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3148.jpeg
3149,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1110, 1200, 3)",123.30566516516517,114.35134684684685,140.03561486486487,53.07656911412911,52.51084573931442,59.19357426134743,0.0,4.0,0.0,255.0,255.0,255.0,./data/loaded/3149.jpeg
3150,Crane (Crow) Pose,Bakasana,Front,Balancing,"(320, 450, 3)",210.8865625,211.13261111111112,215.22761805555555,81.89386423895962,81.98161166020293,78.8216955100329,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3150.jpeg
3151,Crane (Crow) Pose,Bakasana,Front,Balancing,"(250, 238, 3)",232.11057142857143,231.4066050420168,237.8189579831933,45.87483181579253,50.45054688249839,45.26670503949551,6.0,23.0,23.0,255.0,255.0,255.0,./data/loaded/3151.jpeg
3152,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",179.1935682326622,178.56604446308725,182.84428131991052,77.49485542943056,73.98354336434629,68.63904161315095,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3152.jpeg
3153,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",178.2484619686801,181.47421700223714,185.08309214205818,85.16868484007708,83.91273480911764,82.03285007902959,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3153.jpeg
3154,Crane (Crow) Pose,Bakasana,Front,Balancing,"(320, 450, 3)",226.04725,226.56372916666666,230.41588194444444,64.31306451598695,63.66560531169423,58.27116455501103,0.0,0.0,7.0,255.0,255.0,255.0,./data/loaded/3154.jpeg
3155,Crane (Crow) Pose,Bakasana,Front,Balancing,"(667, 1000, 3)",110.52252773613193,140.48579910044978,141.64304347826086,90.10974324862539,71.22680274671089,69.203042980448,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3155.jpeg
3156,Crane (Crow) Pose,Bakasana,Front,Balancing,"(533, 800, 3)",245.11477954971858,246.02383442776735,248.9197725140713,31.127223673336797,28.79217360185407,23.097747086942054,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3156.jpeg
3157,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1600, 1543, 3)",62.73858595268957,113.63493438107582,203.50118438107583,59.029891541283675,69.97037431438615,64.10776084864898,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3157.jpeg
3158,Crane (Crow) Pose,Bakasana,Front,Balancing,"(399, 640, 3)",162.5812969924812,171.0402255639098,175.38983395989976,57.529797303911025,53.839433916371526,53.195756021337864,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3158.jpeg
3159,Crane (Crow) Pose,Bakasana,Front,Balancing,"(224, 250, 3)",201.98546428571427,207.00821428571427,213.7835357142857,77.09559073086852,71.44550873385812,67.45976473053197,0.0,7.0,9.0,255.0,255.0,255.0,./data/loaded/3159.jpeg
3160,Crane (Crow) Pose,Bakasana,Front,Balancing,"(409, 492, 3)",154.46877174150714,160.92503528336016,184.13399228735562,75.77378472660648,73.86844947017423,63.89520680357491,0.0,0.0,2.0,234.0,233.0,254.0,./data/loaded/3160.jpeg
3161,Crane (Crow) Pose,Bakasana,Front,Balancing,"(225, 338, 3)",183.78287968441813,184.41664694280078,190.79115055884287,36.3342368035164,32.17499695405881,28.28632969575848,0.0,0.0,1.0,255.0,255.0,255.0,./data/loaded/3161.jpeg
3162,Crane (Crow) Pose,Bakasana,Front,Balancing,"(487, 730, 3)",212.4796152006976,216.84789738685268,224.54392281511068,81.45261824912437,76.37207087886806,69.87715883049458,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3162.jpeg
3163,Crane (Crow) Pose,Bakasana,Front,Balancing,"(415, 450, 3)",208.05249263721552,207.443234270415,218.504562248996,71.13868840156476,73.73613696226435,66.44335972446788,5.0,0.0,2.0,255.0,255.0,255.0,./data/loaded/3163.jpeg
3164,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",182.35763593380614,175.9765437352246,171.94331914893618,91.58336011894284,93.83255421198703,100.16153554811734,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3164.jpeg
3165,Crane (Crow) Pose,Bakasana,Front,Balancing,"(2304, 3456, 3)",119.18224658102656,114.93099209506816,125.0190560297711,67.69099958584542,47.40099898036124,65.29722458400177,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3165.jpeg
3166,Crane (Crow) Pose,Bakasana,Front,Balancing,"(540, 347, 3)",215.11473476358202,219.4193297043441,230.46583947059452,77.03197470600792,70.78489826911077,58.05437688326294,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3166.jpeg
3167,Crane (Crow) Pose,Bakasana,Front,Balancing,"(321, 450, 3)",161.96412599515403,171.68344755970924,190.45707857390101,79.57549496179105,72.78565683047104,66.60577262483783,1.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3167.jpeg
3168,Crane (Crow) Pose,Bakasana,Front,Balancing,"(3000, 4000, 3)",191.60030633333332,182.84667266666668,178.777242,38.7297035896157,37.02152213549374,33.782903689688524,5.0,0.0,7.0,255.0,255.0,253.0,./data/loaded/3168.jpeg
3169,Crane (Crow) Pose,Bakasana,Front,Balancing,"(3627, 2902, 3)",219.0250731695453,219.0250364018844,219.02511373748118,71.68214187969008,71.68212698255206,71.68215852366521,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3169.jpeg
3170,Crane (Crow) Pose,Bakasana,Front,Balancing,"(540, 347, 3)",52.349119436439324,52.349119436439324,52.349119436439324,83.25519254452885,83.25519254452885,83.25519254452885,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3170.jpeg
3171,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",224.3540378250591,231.85062884160757,242.6685059101655,43.32038982914309,34.82548434195624,22.8845631864753,4.0,27.0,27.0,255.0,255.0,255.0,./data/loaded/3171.jpeg
3172,Crane (Crow) Pose,Bakasana,Front,Balancing,"(447, 640, 3)",151.55261115771813,158.0965778803132,164.23258179530202,79.61724879981016,79.21241792873664,79.19857919077293,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3172.jpeg
3173,Crane (Crow) Pose,Bakasana,Front,Balancing,"(335, 432, 3)",82.79869402985075,114.01103510226645,138.6642965726921,46.6411623591267,50.01269140869423,54.66075911535971,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3173.jpeg
3174,Crane (Crow) Pose,Bakasana,Front,Balancing,"(278, 278, 3)",116.97240049686869,113.08222918068422,89.44086744992495,37.32142168745291,37.45775918029292,46.56126456790774,0.0,0.0,2.0,255.0,255.0,255.0,./data/loaded/3174.jpeg
3175,Crane (Crow) Pose,Bakasana,Front,Balancing,"(956, 1300, 3)",207.24382442870936,209.8300595429675,212.5899203411651,80.12550131397803,79.73751285371013,77.96923442514172,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3175.jpeg
3176,Crane (Crow) Pose,Bakasana,Front,Balancing,"(470, 450, 3)",230.66889834515365,229.8950827423168,236.24595271867614,48.363569980357994,52.80882841721921,47.87657312616571,0.0,0.0,4.0,255.0,255.0,255.0,./data/loaded/3176.jpeg
3177,Crane (Crow) Pose,Bakasana,Front,Balancing,"(516, 516, 3)",92.24348747070489,117.68703803857942,142.4238665044168,55.78291835752429,63.27313954622348,60.9685683262757,0.0,0.0,0.0,254.0,255.0,255.0,./data/loaded/3177.jpeg
3178,Crane (Crow) Pose,Bakasana,Front,Balancing,"(418, 450, 3)",227.49213184476343,228.82056884635833,232.64913875598086,65.03250131511167,63.84795964783499,60.1343438919354,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3178.jpeg
3179,Crane (Crow) Pose,Bakasana,Front,Balancing,"(267, 400, 3)",83.44879213483146,138.77061797752808,128.131170411985,57.11723471378889,40.052036213675194,40.28941778815856,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3179.jpeg
3180,Crane (Crow) Pose,Bakasana,Front,Balancing,"(1900, 2500, 3)",118.17089936842105,117.2860812631579,117.33834673684211,72.52808472755902,72.8415682136695,73.14124456154676,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3180.jpeg
3181,Crane (Crow) Pose,Bakasana,Front,Balancing,"(545, 2000, 3)",165.73860550458716,165.20967798165137,175.80646055045872,69.9869749184723,62.08566788850997,46.27314533483453,2.0,0.0,1.0,255.0,245.0,240.0,./data/loaded/3181.jpeg
3182,Crane (Crow) Pose,Bakasana,Front,Balancing,"(957, 1300, 3)",95.27005867695523,146.5850823888755,137.28811912225706,71.20593287900111,50.859626585186206,51.53197314366774,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/3182.jpeg
3183,Crane (Crow) Pose,Bakasana,Front,Balancing,"(471, 840, 3)",187.2176347184309,184.6589525831564,183.18300980689517,53.39325350332977,51.518241358523035,52.309617227366196,12.0,16.0,14.0,255.0,252.0,255.0,./data/loaded/3183.jpeg
